carat,cut,color,clarity,depth,table,x,y,z,price
0.3,Very Good,I,VVS1,60.5,60.0,4.32,4.34,2.62,552
0.35,Ideal,H,IF,60.8,56.0,4.61,4.6,2.8,1017
0.74,Premium,D,SI2,61.8,59.0,5.85,5.83,3.61,2291
0.88,Very Good,E,SI2,59.1,58.0,6.22,6.3,3.7,3150
0.35,Ideal,D,VVS1,61.5,57.0,4.52,4.55,2.79,1167
1.07,Ideal,F,VS1,62.1,55.0,6.58,6.56,4.08,7850
1.12,Ideal,H,SI1,62.3,56.0,6.7,6.65,4.16,5291
0.37,Premium,G,SI1,60.0,57.0,4.7,4.67,2.81,708
0.53,Good,I,SI1,65.5,59.0,5.01,5.06,3.3,923
0.32,Ideal,D,VS1,60.4,56.0,4.44,4.46,2.69,706
0.54,Ideal,E,SI2,60.4,57.0,5.33,5.27,3.2,1340
1.06,Very Good,D,SI2,60.9,58.0,6.57,6.63,4.02,4471
0.3,Premium,F,SI1,62.1,60.0,4.28,4.26,2.65,641
0.4,Premium,G,IF,59.8,58.0,4.79,4.85,2.88,1333
1.51,Ideal,G,VS1,61.6,56.0,7.37,7.34,4.53,14674
0.25,Very Good,E,VVS2,59.8,59.0,4.07,4.09,2.44,575
0.32,Ideal,J,SI1,61.8,54.9,4.39,4.42,2.72,384
0.31,Ideal,E,VS2,61.7,57.0,4.35,4.37,2.69,627
0.9,Very Good,D,SI1,62.8,59.0,6.14,6.18,3.87,4693
0.39,Premium,E,VVS1,60.7,58.0,4.73,4.69,2.86,1362
1.0,Premium,F,SI1,60.6,62.0,6.43,6.4,3.89,5410
1.22,Premium,D,SI2,62.0,60.0,6.8,6.74,4.2,6046
1.71,Premium,H,VS1,62.1,59.0,7.63,7.55,4.71,10457
0.9,Good,G,SI1,62.2,62.5,6.08,6.1,3.78,3816
1.2,Very Good,D,SI1,60.7,58.0,6.81,6.86,4.15,7191
1.5,Premium,E,SI2,61.1,58.0,7.34,7.31,4.47,7560
0.3,Very Good,E,VS2,62.1,62.0,4.21,4.26,2.63,575
0.71,Very Good,F,SI2,60.9,56.0,5.8,5.83,3.54,2036
0.31,Ideal,E,VS2,61.5,55.0,4.37,4.41,2.7,680
0.53,Premium,E,VS2,58.5,61.0,5.33,5.26,3.1,1908
2.01,Very Good,E,SI2,60.6,59.0,8.11,8.25,4.96,17118
0.59,Ideal,F,SI2,60.1,57.0,5.45,5.49,3.29,1371
0.34,Ideal,F,SI2,60.1,56.0,4.54,4.55,2.73,447
0.38,Ideal,E,VVS2,61.6,55.0,4.67,4.72,2.89,1100
1.07,Premium,G,SI2,62.9,59.0,6.58,6.51,4.12,4401
0.32,Premium,E,VVS2,59.9,58.0,4.5,4.45,2.68,1080
0.8,Ideal,D,SI1,61.7,56.0,5.96,6.0,3.69,3195
0.38,Good,D,VS2,63.4,55.0,4.63,4.67,2.95,871
1.26,Ideal,H,VS1,61.4,56.0,7.01,6.97,4.29,7691
1.01,Ideal,E,SI2,61.9,56.0,6.43,6.46,3.99,4832
0.3,Good,H,VVS2,63.7,55.0,4.27,4.24,2.71,776
1.1,Very Good,F,SI1,58.9,63.0,6.73,6.78,3.98,5769
0.7,Very Good,G,SI1,59.1,62.0,5.8,5.91,3.46,2674
0.31,Ideal,E,VS2,61.6,57.0,4.35,4.38,2.69,680
1.22,Very Good,G,VS1,61.2,58.0,6.85,6.9,4.21,9261
0.7,Ideal,F,VS1,61.5,55.0,5.73,5.75,3.53,3319
0.9,Good,G,SI1,63.7,58.0,6.09,6.12,3.89,3734
0.38,Ideal,F,SI1,60.9,55.0,4.7,4.72,2.87,844
0.42,Ideal,D,VVS2,61.7,55.0,4.79,4.83,2.97,1185
1.02,Very Good,G,SI2,61.6,61.0,6.46,6.47,3.98,4291
0.38,Ideal,G,VVS2,60.7,57.0,4.7,4.73,2.86,873
0.81,Premium,G,VS2,62.0,58.0,5.95,5.92,3.68,2994
0.52,Ideal,D,VVS2,61.4,56.0,5.23,5.2,3.2,2302
0.55,Ideal,E,SI1,62.3,56.0,5.26,5.23,3.27,1668
0.94,Very Good,D,SI1,58.4,58.0,6.41,6.51,3.77,4902
1.01,Very Good,E,VS2,62.0,55.0,6.42,6.46,3.99,6399
1.2,Ideal,F,VS2,62.3,55.0,6.83,6.79,4.24,8486
0.28,Very Good,E,VS1,58.9,58.0,4.27,4.32,2.53,487
0.9,Premium,H,SI2,59.5,60.0,6.32,6.29,3.75,2927
0.7,Ideal,F,VS2,61.0,55.0,5.74,5.79,3.52,3468
0.46,Fair,E,VS2,66.8,61.0,4.84,4.71,3.2,1070
1.22,Premium,I,SI1,62.1,59.0,6.8,6.86,4.24,5368
0.3,Premium,H,VS2,63.0,59.0,4.29,4.25,2.69,608
1.34,Premium,G,VS2,60.7,59.0,7.07,7.04,4.28,9293
0.3,Premium,G,VVS1,60.6,61.0,4.35,4.33,2.63,1013
0.62,Ideal,E,VS1,61.3,56.0,5.52,5.54,3.39,2731
1.2,Premium,G,VS1,62.5,59.0,6.72,6.64,4.19,8056
0.29,Ideal,F,VS1,61.6,56.0,4.26,4.31,2.64,555
0.4,Ideal,J,VS2,62.3,55.0,4.72,4.75,2.95,598
1.09,Ideal,G,VS2,61.2,56.0,6.62,6.64,4.06,7357
1.61,Premium,I,SI1,62.0,58.0,7.46,7.51,4.64,8978
0.32,Ideal,D,SI1,62.6,55.0,4.39,4.36,2.74,756
0.71,Good,D,VS2,63.6,54.0,5.7,5.75,3.64,4289
0.73,Ideal,G,VVS1,61.3,56.0,5.79,5.82,3.56,3667
2.1,Fair,G,I1,67.4,59.0,7.82,7.76,5.24,6597
0.71,Ideal,G,VVS2,62.5,57.0,5.7,5.73,3.57,3095
1.06,Very Good,G,VS2,60.1,58.0,6.64,6.67,4.0,6212
1.29,Ideal,H,SI1,63.2,57.0,6.89,6.96,4.38,6760
0.7,Ideal,E,SI1,60.6,57.0,5.76,5.79,3.5,2614
0.38,Premium,H,SI1,59.7,60.0,4.66,4.68,2.79,633
1.32,Ideal,G,VS2,61.1,57.0,7.13,7.07,4.34,9580
1.51,Ideal,J,VS2,61.7,57.0,7.44,7.4,4.58,7847
1.2,Very Good,F,SI2,62.2,62.0,6.7,6.77,4.19,5247
1.24,Ideal,D,VVS2,61.5,57.0,6.88,6.94,4.25,14737
0.41,Ideal,G,SI2,61.9,54.0,4.81,4.78,2.97,666
0.51,Good,H,SI2,56.7,60.0,5.38,5.35,3.04,1060
0.53,Ideal,G,VS1,61.5,57.0,5.26,5.21,3.22,1615
0.9,Premium,F,VS1,62.7,58.0,6.14,6.17,3.86,5088
0.3,Premium,H,SI1,62.9,59.0,4.28,4.24,2.68,554
0.52,Ideal,G,VS1,61.8,55.0,5.21,5.17,3.21,1815
0.5,Very Good,E,SI1,63.2,57.0,5.06,5.03,3.19,1415
1.0,Good,F,IF,60.7,64.0,6.42,6.4,3.89,9660
0.33,Ideal,F,VS2,61.6,55.0,4.48,4.45,2.75,854
0.38,Ideal,I,SI1,61.6,57.0,4.62,4.66,2.86,626
0.38,Ideal,E,VVS1,62.4,56.0,4.64,4.67,2.9,1267
0.41,Good,F,SI1,63.1,59.0,4.7,4.75,2.98,705
1.01,Very Good,E,VVS2,63.1,57.0,6.31,6.39,4.01,8849
1.01,Very Good,F,VS2,58.8,59.0,6.55,6.59,3.86,6288
0.71,Ideal,G,SI1,60.6,57.0,5.72,5.8,3.49,2233
0.7,Premium,F,VVS1,61.8,60.0,5.67,5.63,3.49,3348
1.14,Very Good,E,SI2,60.0,54.0,6.74,6.97,4.11,5593
0.63,Ideal,J,SI1,61.8,56.0,5.47,5.52,3.39,1565
1.0,Premium,E,I1,60.9,61.0,6.41,6.37,3.89,3584
0.91,Premium,H,VS2,61.9,59.0,6.18,6.23,3.84,4201
1.01,Very Good,D,SI2,59.1,63.0,6.59,6.54,3.88,3671
0.59,Ideal,E,VS2,60.2,59.0,5.47,5.49,3.3,1941
1.12,Very Good,G,IF,61.0,58.0,6.7,6.72,4.09,9820
1.51,Premium,I,SI2,62.6,59.0,7.31,7.28,4.57,7292
0.42,Premium,E,SI1,62.0,58.0,4.82,4.85,3.0,722
0.26,Ideal,E,VVS2,62.3,57.0,4.09,4.06,2.54,769
0.43,Ideal,I,VVS1,60.6,57.0,4.88,4.94,2.97,1120
1.02,Very Good,H,VS1,62.8,59.0,6.34,6.47,4.02,5598
2.25,Premium,D,SI2,60.4,59.0,8.54,8.48,5.13,18007
1.01,Good,G,VS1,63.8,57.0,6.38,6.35,4.06,6882
1.56,Very Good,H,VS2,63.1,60.0,7.43,7.34,4.66,11039
1.68,Ideal,H,VS2,61.3,56.0,7.77,7.67,4.73,13427
1.06,Ideal,E,VS2,61.8,55.0,6.59,6.51,4.05,7788
0.3,Very Good,E,SI1,61.9,58.0,4.27,4.33,2.66,526
0.33,Ideal,E,VS2,60.3,57.0,4.54,4.51,2.73,928
1.01,Very Good,G,SI1,63.4,58.0,6.29,6.4,4.02,5051
1.02,Fair,I,SI1,53.0,63.0,6.84,6.77,3.66,2856
1.01,Very Good,F,VVS2,61.8,58.0,6.44,6.48,3.99,8922
2.0,Fair,H,SI2,65.3,55.0,7.88,7.79,5.12,10752
0.7,Ideal,D,SI1,62.5,55.0,5.68,5.72,3.56,2726
2.01,Fair,D,SI2,66.9,57.0,7.87,7.76,5.23,16086
0.45,Good,F,VS2,56.8,62.0,5.1,5.14,2.91,1066
0.35,Very Good,H,VS2,59.6,62.0,4.57,4.62,2.74,552
0.98,Good,H,SI2,57.9,56.0,6.51,6.47,3.76,2898
0.53,Good,E,SI1,64.1,54.0,5.11,5.16,3.29,1332
0.43,Ideal,G,VVS1,62.0,55.0,4.82,4.85,3.0,1207
0.72,Premium,F,SI1,59.9,58.0,5.85,5.81,3.49,2742
0.7,Very Good,G,SI1,63.3,57.0,5.58,5.63,3.55,2088
1.07,Very Good,G,SI2,58.5,61.0,6.59,6.71,3.89,4201
0.78,Very Good,I,SI2,62.5,58.0,5.82,5.89,3.66,2132
1.5,Very Good,E,SI1,58.6,62.0,7.43,7.46,4.36,10626
1.15,Very Good,F,SI1,62.5,59.0,6.62,6.69,4.16,6110
0.4,Very Good,G,VS1,61.8,58.0,4.69,4.72,2.91,822
1.05,Very Good,J,SI2,60.9,60.0,6.51,6.59,3.99,3395
1.02,Very Good,H,VS2,63.3,60.0,6.42,6.38,4.05,5255
0.91,Fair,F,VS2,66.8,58.0,5.95,5.97,3.98,3837
1.09,Very Good,G,SI1,60.2,60.0,6.66,6.7,4.02,5305
0.3,Very Good,E,VVS2,62.4,57.0,4.26,4.27,2.66,743
0.38,Ideal,D,VS1,61.9,53.5,4.66,4.69,2.9,983
0.41,Very Good,F,VVS1,63.3,55.0,4.7,4.74,2.99,1143
1.09,Ideal,H,SI1,62.5,56.0,6.58,6.53,4.1,5219
0.5,Ideal,H,SI1,62.0,56.0,5.09,5.12,3.16,1178
0.36,Ideal,H,VS2,62.1,55.0,4.61,4.57,2.85,729
2.32,Ideal,I,SI2,62.0,57.0,8.45,8.49,5.25,17516
0.71,Very Good,H,SI1,60.7,60.0,5.73,5.76,3.49,2266
0.51,Very Good,E,SI1,62.1,60.0,5.08,5.03,3.14,1386
1.31,Premium,H,SI1,59.3,59.0,7.18,7.13,4.24,7395
1.51,Premium,I,SI2,61.3,55.0,7.41,7.36,4.53,6173
1.51,Very Good,I,SI1,62.6,60.0,7.27,7.34,4.57,8637
1.01,Very Good,E,VS2,63.4,60.0,6.37,6.31,4.02,6787
1.11,Very Good,H,SI2,61.5,59.0,6.56,6.61,4.05,4029
1.27,Ideal,G,VS2,62.8,54.0,6.92,6.87,4.33,8705
1.0,Premium,G,SI1,62.2,58.0,6.45,6.37,3.99,5292
0.3,Very Good,D,VS1,63.2,59.0,4.26,4.29,2.7,707
0.32,Ideal,G,SI1,62.5,55.0,4.38,4.35,2.73,612
0.39,Premium,F,VVS1,59.7,58.0,4.73,4.75,2.83,1232
1.01,Very Good,E,VS2,63.3,58.0,6.38,6.35,4.03,6516
0.6,Ideal,I,SI1,62.1,55.0,5.39,5.42,3.35,1390
0.7,Ideal,G,VVS2,59.9,58.0,5.78,5.8,3.47,3234
1.21,Ideal,G,VS2,61.8,57.0,6.83,6.79,4.21,8001
0.4,Ideal,G,VS1,62.4,57.0,4.74,4.72,2.95,1125
0.57,Very Good,E,SI2,58.8,57.3,5.42,5.46,3.21,1384
2.08,Premium,J,VS2,60.3,59.0,8.29,8.23,4.98,14933
1.83,Ideal,E,SI2,62.8,56.0,7.82,7.76,4.89,13254
1.0,Premium,F,SI2,61.5,58.0,6.41,6.38,3.93,3920
0.74,Very Good,E,VS2,61.8,58.0,5.79,5.82,3.59,3180
0.42,Ideal,G,VS2,61.7,57.0,4.83,4.8,2.97,1087
0.29,Very Good,G,VVS1,62.0,55.0,4.27,4.29,2.65,607
0.91,Very Good,F,VS2,60.8,57.0,6.24,6.25,3.8,4606
0.31,Ideal,G,VS2,62.4,55.0,4.3,4.32,2.69,544
0.3,Ideal,E,VVS1,61.2,57.0,4.36,4.33,2.66,956
0.31,Very Good,E,IF,58.1,60.0,4.45,4.5,2.6,987
1.01,Premium,D,SI1,60.0,60.0,6.51,6.45,3.89,5543
0.26,Very Good,I,VVS2,62.7,55.0,4.09,4.12,2.57,427
0.83,Premium,E,VS2,61.3,59.0,6.08,6.02,3.71,3625
0.7,Very Good,F,VS2,62.1,58.0,5.68,5.72,3.54,2400
0.35,Premium,E,VS2,60.9,59.0,4.54,4.56,2.77,767
0.31,Ideal,D,VVS2,61.6,54.0,4.37,4.4,2.7,840
0.7,Very Good,H,SI1,63.3,58.0,5.61,5.64,3.56,2048
0.7,Ideal,E,VS1,60.5,56.0,5.78,5.83,3.51,3419
0.52,Ideal,D,VS2,62.0,56.0,5.17,5.19,3.21,1679
0.7,Premium,G,VS2,58.1,55.0,5.83,5.8,3.38,2657
0.43,Ideal,E,SI1,62.6,56.0,4.82,4.79,3.01,975
0.6,Good,J,VS1,58.9,60.5,5.5,5.57,3.26,1306
0.79,Ideal,E,VS2,62.2,55.0,5.97,5.9,3.69,3861
0.7,Ideal,F,VS1,62.4,56.0,5.67,5.65,3.53,3199
0.44,Good,F,SI1,56.9,61.0,5.12,5.07,2.9,1018
0.31,Premium,I,VS1,62.3,59.0,4.35,4.29,2.69,628
0.32,Very Good,G,IF,61.8,55.0,4.39,4.45,2.73,954
1.14,Ideal,G,VS1,60.9,57.0,6.7,6.82,4.12,7750
0.3,Premium,D,SI2,62.3,58.0,4.29,4.32,2.68,447
0.38,Very Good,F,SI1,61.5,54.0,4.69,4.71,2.89,660
0.48,Good,G,VS1,58.2,59.2,5.09,5.14,2.98,1228
0.9,Premium,H,VVS2,62.4,58.0,6.15,6.12,3.83,4657
0.41,Premium,E,VS1,59.9,58.0,4.88,4.83,2.91,1153
0.77,Very Good,I,VS2,63.1,58.0,5.86,5.7,3.65,2391
1.51,Ideal,E,VS1,62.2,57.0,7.37,7.32,4.57,17649
0.31,Ideal,F,VS1,60.7,56.0,4.37,4.39,2.66,695
0.38,Ideal,H,VS2,62.2,54.0,4.64,4.68,2.9,703
0.9,Fair,F,VS2,64.7,54.0,6.09,6.03,3.92,3931
0.56,Very Good,F,VS1,62.0,59.0,5.3,5.34,3.3,1712
0.7,Ideal,I,VS1,62.7,57.0,5.63,5.67,3.54,2163
0.32,Very Good,H,VS1,61.7,61.0,4.38,4.43,2.72,561
0.72,Premium,J,VS2,61.4,58.0,5.76,5.74,3.53,1944
2.04,Good,I,SI1,57.7,64.0,8.39,8.31,4.82,11820
1.01,Good,D,SI1,58.3,59.0,6.59,6.61,3.85,5747
2.11,Premium,J,SI2,61.0,58.0,8.29,8.2,5.03,12554
0.32,Very Good,E,SI1,63.4,56.0,4.34,4.31,2.74,672
0.41,Ideal,J,VS1,62.2,55.0,4.79,4.76,2.97,775
0.36,Premium,F,VS1,60.7,58.0,4.57,4.62,2.79,789
0.33,Good,I,VS1,63.2,57.0,4.37,4.4,2.77,521
2.3,Ideal,I,VS2,62.6,56.0,8.45,8.4,5.27,18190
0.9,Good,G,VS1,64.5,57.0,6.01,6.08,3.9,3977
0.71,Good,H,VVS2,60.4,63.0,5.69,5.74,3.45,2738
0.32,Ideal,G,VS1,60.5,56.0,4.44,4.42,2.68,828
1.2,Very Good,F,VS1,61.6,61.0,6.81,6.86,4.21,9203
0.32,Ideal,D,VS2,61.1,56.0,4.41,4.39,2.69,972
0.32,Very Good,H,VVS2,61.6,55.0,4.42,4.44,2.73,645
0.9,Premium,D,VS2,63.0,62.0,6.13,6.06,3.84,4586
0.3,Very Good,G,SI2,63.3,57.0,4.28,4.25,2.7,506
0.36,Very Good,H,VVS1,62.0,55.0,4.57,4.6,2.84,753
0.3,Ideal,E,VS1,62.2,53.8,4.3,4.33,2.68,703
0.7,Very Good,F,SI2,61.2,57.0,5.67,5.74,3.49,2100
0.5,Ideal,F,SI2,61.6,54.0,5.09,5.14,3.15,1079
0.51,Ideal,H,VS2,61.3,57.0,5.14,5.16,3.16,1385
0.34,Ideal,G,IF,61.9,57.0,4.48,4.47,2.77,1084
0.41,Ideal,G,SI1,62.1,55.0,4.78,4.81,2.98,1110
0.71,Good,F,SI1,66.2,55.0,5.49,5.53,3.65,2396
0.3,Ideal,H,VVS1,61.1,56.0,4.33,4.37,2.66,650
0.9,Very Good,G,SI2,63.2,58.0,6.05,6.1,3.84,3787
1.14,Premium,F,SI2,60.8,58.0,6.79,6.74,4.11,5008
0.91,Ideal,E,SI2,61.8,53.0,6.22,6.3,3.87,3723
1.21,Very Good,J,VS2,61.5,58.0,6.85,6.9,4.23,5211
0.7,Very Good,D,VVS1,63.4,59.0,5.63,5.64,3.57,4362
0.8,Ideal,I,VS1,62.6,54.0,5.92,5.96,3.72,2842
1.01,Good,I,SI1,63.6,55.0,6.39,6.31,4.04,3959
2.03,Premium,J,SI2,61.7,61.0,8.18,8.04,5.0,12078
0.52,Good,I,SI1,63.6,60.0,5.1,5.05,3.23,1073
1.02,Premium,E,SI1,59.2,56.0,6.63,6.57,3.91,5655
1.5,Very Good,D,SI1,63.4,58.0,7.16,7.25,4.57,11352
0.76,Very Good,F,VS2,62.0,58.0,5.8,5.86,3.62,2873
0.31,Premium,E,VS1,61.9,56.0,4.37,4.32,2.69,816
0.36,Premium,E,VS2,62.0,58.0,4.56,4.54,2.82,1013
0.31,Premium,D,SI1,60.6,59.0,4.39,4.35,2.65,684
0.56,Very Good,F,VS1,61.2,58.0,5.32,5.33,3.26,1929
0.72,Premium,F,VS2,62.0,56.0,5.78,5.68,3.55,2724
0.38,Premium,D,SI1,62.2,58.0,4.63,4.57,2.86,941
0.41,Very Good,G,SI1,62.8,58.0,4.72,4.74,2.97,671
1.21,Very Good,H,SI2,62.6,61.0,6.7,6.75,4.21,5324
0.43,Ideal,E,SI1,61.2,56.2,4.87,4.89,2.99,803
1.06,Very Good,H,SI2,62.8,57.0,6.49,6.57,4.1,4372
0.42,Very Good,H,SI1,63.2,58.0,4.79,4.77,3.02,898
0.7,Ideal,G,VS1,61.4,55.0,5.74,5.69,3.51,2573
0.41,Ideal,F,VS2,60.8,56.0,4.8,4.81,2.92,863
0.51,Very Good,E,VS1,58.1,60.0,5.28,5.32,3.08,1583
1.01,Ideal,E,VS2,62.1,56.0,6.41,6.45,3.99,7355
1.14,Ideal,G,VVS2,61.0,56.0,6.74,6.76,4.12,9013
0.54,Very Good,D,VS1,59.9,57.0,5.38,5.3,3.2,1988
0.8,Fair,G,SI2,61.2,58.0,5.96,5.93,3.64,2246
0.31,Ideal,F,VS2,61.6,55.0,4.36,4.37,2.69,625
0.32,Premium,G,VS2,60.8,59.0,4.44,4.41,2.69,720
0.26,Very Good,E,VVS1,61.4,58.0,4.12,4.15,2.54,597
0.38,Ideal,D,VS1,62.2,57.0,4.66,4.63,2.89,1140
1.73,Premium,I,VS1,61.8,58.0,7.75,7.68,4.76,13250
1.02,Premium,D,SI2,60.0,62.0,6.59,6.5,3.93,4381
0.32,Premium,F,VVS1,62.7,60.0,4.35,4.32,2.72,990
0.59,Very Good,E,VS2,59.9,56.0,5.46,5.49,3.28,1838
1.0,Premium,E,SI1,60.7,59.0,6.41,6.38,3.88,5544
0.55,Ideal,F,SI1,61.9,55.0,5.25,5.29,3.26,1700
1.02,Premium,F,SI1,61.8,59.0,6.45,6.39,3.97,5686
0.35,Premium,H,VVS1,60.1,62.0,4.57,4.52,2.73,956
0.3,Ideal,G,IF,62.6,56.0,4.29,4.32,2.69,794
0.52,Ideal,E,SI2,60.9,56.0,5.2,5.23,3.17,1232
1.0,Premium,D,SI1,60.3,59.0,6.47,6.44,3.89,5880
1.41,Premium,H,VS2,61.2,60.0,7.17,7.21,4.4,8654
1.03,Premium,G,VS1,62.2,57.0,6.47,6.42,4.01,6659
1.0,Premium,E,SI2,60.4,62.0,6.52,6.42,3.91,4014
0.32,Ideal,E,VVS1,61.3,57.0,4.38,4.43,2.7,954
0.53,Ideal,F,VS1,61.6,55.0,5.24,5.21,3.22,1740
0.31,Ideal,I,SI1,62.2,56.0,4.34,4.37,2.71,418
2.21,Premium,H,SI2,61.3,60.0,8.35,8.33,5.11,14299
0.53,Ideal,E,VS2,61.9,55.0,5.22,5.19,3.22,1813
1.68,Ideal,E,SI2,60.4,55.0,7.7,7.79,4.68,11781
0.31,Very Good,E,VS1,61.9,56.0,4.32,4.37,2.69,636
0.9,Ideal,G,SI2,62.5,55.0,6.21,6.15,3.86,3338
1.06,Premium,F,SI1,62.4,58.0,6.56,6.51,4.07,4862
0.3,Premium,D,SI1,62.1,59.0,4.29,4.31,2.67,515
1.0,Premium,D,VS1,62.2,55.0,6.46,6.4,4.0,8333
0.32,Premium,G,VS2,60.1,61.0,4.44,4.41,2.66,672
1.01,Very Good,G,SI2,61.9,55.0,6.43,6.46,3.99,3852
0.46,Very Good,G,VS1,60.0,56.0,5.05,5.1,3.04,1378
0.54,Ideal,D,VS2,61.8,56.0,5.21,5.24,3.23,1892
2.2,Premium,H,SI2,58.2,59.0,8.52,8.47,4.94,11147
0.79,Ideal,H,IF,61.3,56.0,5.96,5.98,3.66,4046
0.32,Ideal,G,VS1,62.4,56.0,4.37,4.38,2.73,679
1.08,Very Good,F,SI2,63.3,59.0,6.48,6.44,4.09,4167
1.26,Ideal,J,SI1,62.0,56.0,6.9,6.93,4.29,5301
0.32,Very Good,I,VVS1,63.0,58.0,4.32,4.38,2.74,589
0.57,Very Good,E,VS1,62.9,57.0,5.27,5.29,3.32,1883
1.22,Ideal,D,VS2,61.7,56.0,6.89,6.86,4.24,10538
0.31,Ideal,G,IF,61.9,54.0,4.35,4.38,2.7,891
0.32,Premium,I,VS2,62.8,58.0,4.37,4.33,2.73,576
1.01,Ideal,I,VS2,61.3,53.0,6.52,6.54,4.0,4887
0.32,Ideal,G,VS1,62.0,55.0,4.43,4.44,2.75,665
1.0,Very Good,E,VVS2,61.0,62.0,6.4,6.46,3.92,8638
1.0,Premium,F,VVS2,60.6,54.0,6.56,6.52,3.96,8924
0.3,Very Good,G,VS2,61.4,54.0,4.31,4.36,2.66,526
1.25,Premium,H,VS2,60.4,59.0,6.92,6.96,4.19,7246
1.2,Very Good,H,SI1,62.9,56.0,6.74,6.8,4.26,6019
0.59,Ideal,I,VVS1,62.2,55.0,5.38,5.39,3.35,1838
1.03,Premium,I,SI1,61.6,59.0,6.46,6.49,3.99,4362
0.31,Ideal,G,VS2,61.4,56.0,4.34,4.37,2.67,574
0.34,Ideal,E,VS2,62.6,55.0,4.45,4.43,2.78,956
1.11,Ideal,G,VS2,61.2,56.0,6.68,6.65,4.08,6982
0.51,Ideal,H,VS1,61.6,55.0,5.17,5.19,3.19,1668
1.52,Premium,J,VS1,62.2,59.0,7.32,7.38,4.57,8426
1.04,Good,F,VS2,63.7,58.0,6.34,6.43,4.07,6606
0.38,Ideal,G,VVS1,61.7,55.0,4.67,4.7,2.89,993
1.0,Premium,D,SI1,61.4,58.0,6.4,6.34,3.91,5096
0.4,Ideal,J,VVS2,61.9,55.0,4.74,4.79,2.95,662
0.44,Good,J,VS1,63.2,57.0,4.82,4.86,3.06,694
1.01,Premium,G,SI1,59.8,58.0,6.54,6.58,3.92,4719
0.3,Very Good,H,VVS1,63.4,55.0,4.3,4.28,2.72,878
0.35,Premium,G,VS1,60.7,61.0,4.58,4.54,2.77,906
1.01,Premium,F,SI2,61.6,58.0,6.39,6.4,3.94,4416
0.3,Very Good,H,VVS1,63.4,57.0,4.31,4.27,2.72,878
1.04,Premium,G,SI1,60.9,59.0,6.57,6.53,3.99,5017
0.53,Ideal,E,VVS2,62.0,58.0,5.16,5.2,3.21,2230
1.22,Premium,E,SI1,62.3,59.0,6.8,6.74,4.22,7395
0.32,Premium,D,SI1,61.4,58.0,4.42,4.38,2.7,756
0.41,Ideal,E,SI1,62.5,57.0,4.74,4.79,2.98,755
0.56,Premium,I,VVS1,62.4,56.0,5.28,5.24,3.28,1698
0.51,Ideal,G,VS2,62.7,57.0,5.12,5.05,3.19,1546
1.02,Fair,H,SI1,65.5,60.0,6.29,6.22,4.1,4758
0.71,Fair,D,VS2,56.9,65.0,5.89,5.84,3.34,2858
2.06,Very Good,J,VS2,61.8,59.0,8.14,8.2,5.05,13948
0.33,Ideal,H,SI1,61.7,55.0,4.43,4.46,2.74,564
0.31,Ideal,G,IF,62.2,55.0,4.35,4.4,2.72,891
0.33,Ideal,G,VVS2,61.3,56.0,4.46,4.48,2.74,730
1.13,Ideal,I,VS2,62.3,56.0,6.73,6.63,4.16,5031
1.21,Premium,J,VS2,62.4,58.0,6.83,6.79,4.25,4268
0.6,Ideal,F,VS1,61.9,55.0,5.4,5.42,3.35,2201
0.4,Ideal,F,VVS2,61.7,55.0,4.74,4.76,2.93,1088
0.95,Very Good,H,SI2,59.0,59.0,6.38,6.51,3.77,3335
1.02,Very Good,G,SI2,63.8,55.0,6.37,6.4,4.07,4501
0.91,Very Good,I,VS2,63.0,58.0,6.07,6.15,3.85,3340
1.01,Premium,F,VS2,62.1,60.0,6.43,6.36,3.97,6097
0.3,Good,D,VVS1,64.3,57.0,4.27,4.32,2.76,848
0.9,Good,H,VVS1,63.8,59.0,6.13,6.09,3.9,4763
0.5,Very Good,E,VS2,63.4,59.0,5.09,5.06,3.22,1629
1.24,Ideal,J,VS2,61.8,58.0,6.88,6.84,4.24,5361
1.14,Ideal,H,SI1,62.3,56.0,6.72,6.69,4.18,5501
1.12,Very Good,I,VS1,59.6,58.0,6.82,6.77,4.05,5036
0.7,Ideal,E,SI1,62.4,55.0,5.67,5.7,3.55,2614
0.52,Premium,E,SI2,61.1,57.0,5.23,5.12,3.16,1088
0.5,Ideal,D,VVS2,62.5,53.0,5.05,5.13,3.18,2475
1.5,Very Good,H,SI2,62.3,60.0,7.28,7.22,4.52,7775
0.73,Fair,G,SI1,65.5,56.0,5.68,5.62,3.7,2032
0.4,Very Good,F,VS1,63.1,56.0,4.68,4.7,2.96,895
1.59,Very Good,J,VS1,60.1,60.0,7.56,7.59,4.55,8515
0.42,Ideal,H,VVS2,62.4,56.0,4.78,4.8,2.99,921
0.36,Ideal,D,SI1,61.9,55.7,4.57,4.59,2.84,713
1.01,Premium,H,SI1,62.9,58.0,6.38,6.34,4.0,3224
0.46,Ideal,H,IF,62.2,55.0,4.94,4.99,3.09,1450
0.37,Ideal,G,VS2,60.5,56.0,4.65,4.68,2.82,809
0.32,Premium,G,VS2,62.0,58.0,4.38,4.33,2.7,720
0.39,Ideal,F,VVS2,62.1,55.0,4.7,4.74,2.93,988
1.51,Premium,F,VS1,62.7,59.0,7.31,7.23,4.56,13134
1.09,Premium,G,SI1,62.5,59.0,6.56,6.53,4.09,4322
